Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Returned
7644,US-2020-157490,2020-10-06,2020-10-07,First Class,LB-16795,Laurel Beltran,Home Office,Pueblo,Colorado,81001.0,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976000000000003,4,0.7,-9.1816,1
7644,US-2020-157490,2020-10-06,2020-10-07,First Class,LB-16795,Laurel Beltran,Home Office,Pueblo,Colorado,81001.0,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976000000000003,4,0.7,-9.1816,1
7644,US-2020-157490,2020-10-06,2020-10-07,First Class,LB-16795,Laurel Beltran,Home Office,Pueblo,Colorado,81001.0,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976000000000003,4,0.7,-9.1816,1
7645,US-2020-157490,2020-10-06,2020-10-07,First Class,LB-16795,Laurel Beltran,Home Office,Pueblo,Colorado,81001.0,West,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,5,0.2,0.8495000000000026,1
7645,US-2020-157490,2020-10-06,2020-10-07,First Class,LB-16795,Laurel Beltran,Home Office,Pueblo,Colorado,81001.0,West,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,5,0.2,0.8495000000000026,1
7645,US-2020-157490,2020-10-06,2020-10-07,First Class,LB-16795,Laurel Beltran,Home Office,Pueblo,Colorado,81001.0,West,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,5,0.2,0.8495000000000026,1
7645,US-2020-157490,2020-10-06,2020-10-07,First Class,LB-16795,Laurel Beltran,Home Office,Pueblo,Colorado,81001.0,West,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,5,0.2,0.8495000000000026,1
7646,CA-2019-161452,2019-04-05,2019-04-11,Standard Class,CA-11965,Carol Adams,Corporate,Los Angeles,California,90036.0,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.22240000000002,0
7647,US-2018-115196,2018-09-09,2018-09-13,Standard Class,DL-12925,Daniel Lacy,Consumer,Greenville,North Carolina,27834.0,South,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",1299.99,2,0.5,-571.9956,0
7648,CA-2020-138968,2020-03-15,2020-03-16,First Class,FC-14335,Fred Chung,Corporate,San Francisco,California,94110.0,West,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,4.544,2,0.2,1.6472,0
7649,CA-2020-138968,2020-03-15,2020-03-16,First Class,FC-14335,Fred Chung,Corporate,San Francisco,California,94110.0,West,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1352.0320000000002,4,0.2,84.50199999999995,0
7650,CA-2019-101889,2019-12-27,2019-12-31,Standard Class,DB-13120,David Bremer,Corporate,Marion,Ohio,43302.0,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.9900000000002,9,0.4,-464.6970000000001,0
7651,CA-2019-101889,2019-12-27,2019-12-31,Standard Class,DB-13120,David Bremer,Corporate,Marion,Ohio,43302.0,East,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope,19.872,3,0.2,6.706799999999998,0
7652,CA-2021-110821,2021-08-07,2021-08-08,First Class,CK-12205,Chloris Kastensmidt,Consumer,Dallas,Texas,75081.0,Central,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,119.44800000000001,3,0.2,-13.437900000000006,0
7653,CA-2021-110821,2021-08-07,2021-08-08,First Class,CK-12205,Chloris Kastensmidt,Consumer,Dallas,Texas,75081.0,Central,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,118.16,2,0.2,-25.108999999999988,0
7654,CA-2019-121552,2019-03-22,2019-03-27,Standard Class,FW-14395,Fred Wasserman,Corporate,Huntsville,Alabama,35810.0,South,OFF-AR-10003217,Office Supplies,Art,Newell 316,19.56,4,0.0,5.476800000000001,0
7655,CA-2019-107685,2019-11-30,2019-12-02,Second Class,JM-15865,John Murray,Consumer,Las Vegas,Nevada,89115.0,West,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,4,0.0,29.145599999999995,0
7656,CA-2019-107685,2019-11-30,2019-12-02,Second Class,JM-15865,John Murray,Consumer,Las Vegas,Nevada,89115.0,West,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,25.92,4,0.0,12.441600000000001,0
7657,US-2018-120740,2018-04-15,2018-04-15,Same Day,PS-18970,Paul Stevenson,Home Office,Los Angeles,California,90049.0,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0.0,31.018399999999986,0
7658,US-2018-120740,2018-04-15,2018-04-15,Same Day,PS-18970,Paul Stevenson,Home Office,Los Angeles,California,90049.0,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4,0.0,76.9816,0
7659,CA-2021-155740,2021-07-30,2021-08-02,First Class,TC-21475,Tony Chapman,Home Office,Lakewood,Ohio,44107.0,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,76.77600000000001,4,0.7,-53.74319999999997,0
7660,CA-2021-146493,2021-06-01,2021-06-05,Standard Class,CV-12805,Cynthia Voltz,Corporate,Fremont,Nebraska,68025.0,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",53.9,5,0.0,25.871999999999996,0
7661,CA-2018-105417,2018-01-07,2018-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,Huntsville,Texas,77340.0,Central,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.72800000000001,3,0.6,-53.70959999999999,0
7662,CA-2018-105417,2018-01-07,2018-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,Huntsville,Texas,77340.0,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10.429999999999998,7,0.8,-18.252500000000005,0
7663,US-2021-141509,2021-09-29,2021-10-01,First Class,SC-20575,Sonia Cooley,Consumer,Los Angeles,California,90036.0,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792,0
7664,CA-2021-139493,2021-09-13,2021-09-19,Standard Class,SG-20605,Speros Goranitis,Consumer,Asheville,North Carolina,28806.0,South,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.920000000000002,5,0.2,2.785999999999998,0
7665,CA-2018-151967,2018-10-22,2018-10-26,Standard Class,NB-18580,Nicole Brennan,Corporate,Bossier City,Louisiana,71111.0,South,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,0.0,10.393599999999992,0
7666,US-2020-140158,2020-10-04,2020-10-08,Standard Class,DR-12940,Daniel Raglin,Home Office,Providence,Rhode Island,2908.0,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,30.4,1,0.0,13.983999999999998,0
7667,US-2020-140158,2020-10-04,2020-10-08,Standard Class,DR-12940,Daniel Raglin,Home Office,Providence,Rhode Island,2908.0,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5399.91,9,0.0,2591.9568,0
7668,US-2020-140158,2020-10-04,2020-10-08,Standard Class,DR-12940,Daniel Raglin,Home Office,Providence,Rhode Island,2908.0,East,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,119.10000000000001,3,0.0,34.538999999999994,0
7669,CA-2019-130974,2019-11-27,2019-11-29,Second Class,MA-17560,Matt Abelman,Home Office,Everett,Massachusetts,2149.0,East,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,40.08,6,0.0,19.2384,0
7670,CA-2019-130974,2019-11-27,2019-11-29,Second Class,MA-17560,Matt Abelman,Home Office,Everett,Massachusetts,2149.0,East,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,59.94,3,0.0,28.171799999999998,0
7671,CA-2019-130974,2019-11-27,2019-11-29,Second Class,MA-17560,Matt Abelman,Home Office,Everett,Massachusetts,2149.0,East,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,259.98,2,0.0,88.39320000000001,0
7672,CA-2019-130974,2019-11-27,2019-11-29,Second Class,MA-17560,Matt Abelman,Home Office,Everett,Massachusetts,2149.0,East,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",170.98,1,0.0,32.4862,0
7673,CA-2019-130974,2019-11-27,2019-11-29,Second Class,MA-17560,Matt Abelman,Home Office,Everett,Massachusetts,2149.0,East,FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",38.97,3,0.0,4.676399999999999,0
7674,CA-2019-130974,2019-11-27,2019-11-29,Second Class,MA-17560,Matt Abelman,Home Office,Everett,Massachusetts,2149.0,East,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,154.9,5,0.0,69.705,0
7675,CA-2019-130974,2019-11-27,2019-11-29,Second Class,MA-17560,Matt Abelman,Home Office,Everett,Massachusetts,2149.0,East,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,446.068,4,0.3,0.0,0
7676,CA-2021-133487,2021-05-06,2021-05-09,Second Class,TS-21655,Trudy Schmidt,Consumer,Rancho Cucamonga,California,91730.0,West,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3,0.0,41.293800000000005,0
7677,CA-2018-142951,2018-10-08,2018-10-08,Same Day,JG-15115,Jack Garza,Consumer,Charlotte,North Carolina,28205.0,South,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",23.472,3,0.2,4.987799999999998,0
7678,CA-2018-133592,2018-12-31,2019-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,Providence,Rhode Island,2908.0,East,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,195.64,4,0.0,91.95079999999999,0
7679,CA-2018-133592,2018-12-31,2019-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,Providence,Rhode Island,2908.0,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.940000000000001,3,0.0,7.021800000000001,0
7680,CA-2018-133592,2018-12-31,2019-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,Providence,Rhode Island,2908.0,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,4,0.0,742.6320000000001,0
7681,CA-2018-133592,2018-12-31,2019-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,Providence,Rhode Island,2908.0,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,341.96,2,0.0,78.6508,0
7682,CA-2018-133592,2018-12-31,2019-01-07,Standard Class,KM-16375,Katherine Murray,Home Office,Providence,Rhode Island,2908.0,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",605.88,6,0.0,151.47000000000003,0
7683,CA-2019-120782,2019-04-28,2019-05-01,First Class,SD-20485,Shirley Daniels,Home Office,Midland,Michigan,48640.0,Central,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,186.732,1,0.1,41.49599999999997,0
7684,CA-2019-120782,2019-04-28,2019-05-01,First Class,SD-20485,Shirley Daniels,Home Office,Midland,Michigan,48640.0,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3812.9700000000003,3,0.0,1906.4850000000001,0
7685,CA-2019-116876,2019-02-14,2019-02-21,Standard Class,TT-21070,Ted Trevino,Consumer,Rochester,New York,14609.0,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",26.424,9,0.2,9.5787,0
7686,CA-2019-116876,2019-02-14,2019-02-21,Standard Class,TT-21070,Ted Trevino,Consumer,Rochester,New York,14609.0,East,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,625.99,1,0.0,187.79699999999997,0
7687,CA-2020-169838,2020-11-25,2020-11-29,Standard Class,BB-11545,Brenda Bowman,Corporate,Jackson,Michigan,49201.0,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1568.61,9,0.0,329.4081,0
7688,CA-2020-169838,2020-11-25,2020-11-29,Standard Class,BB-11545,Brenda Bowman,Corporate,Jackson,Michigan,49201.0,Central,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,17.3,1,0.0,8.304,0
7689,CA-2020-169838,2020-11-25,2020-11-29,Standard Class,BB-11545,Brenda Bowman,Corporate,Jackson,Michigan,49201.0,Central,TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,160.0,8,0.0,62.400000000000006,0
7690,US-2021-128951,2021-07-15,2021-07-17,First Class,RS-19420,Ricardo Sperren,Corporate,Suffolk,Virginia,23434.0,South,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,179.94,3,0.0,50.38320000000001,0
7691,US-2021-128951,2021-07-15,2021-07-17,First Class,RS-19420,Ricardo Sperren,Corporate,Suffolk,Virginia,23434.0,South,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,872.94,3,0.0,157.12919999999997,0
7692,US-2021-128951,2021-07-15,2021-07-17,First Class,RS-19420,Ricardo Sperren,Corporate,Suffolk,Virginia,23434.0,South,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208000000000006,0
7693,CA-2018-102330,2018-12-29,2019-01-03,Standard Class,AI-10855,Arianne Irving,Consumer,Brentwood,California,94513.0,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,88.80000000000001,6,0.0,44.400000000000006,0
7694,CA-2018-102330,2018-12-29,2019-01-03,Standard Class,AI-10855,Arianne Irving,Consumer,Brentwood,California,94513.0,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,4,0.2,35.99639999999995,0
7695,CA-2020-118899,2020-03-22,2020-03-22,Same Day,MC-17275,Marc Crier,Consumer,Seattle,Washington,98103.0,West,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",167.888,7,0.2,14.690199999999997,1
7696,CA-2021-107958,2021-07-02,2021-07-05,First Class,AH-10120,Adrian Hane,Home Office,Houston,Texas,77036.0,Central,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",163.96,5,0.2,59.4355,0
7697,CA-2021-107958,2021-07-02,2021-07-05,First Class,AH-10120,Adrian Hane,Home Office,Houston,Texas,77036.0,Central,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,5.231999999999998,4,0.8,-8.1096,0
7698,CA-2021-151799,2021-12-14,2021-12-18,Standard Class,BF-11170,Ben Ferrer,Home Office,Lawrence,Massachusetts,1841.0,East,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1199.98,2,0.0,467.9922,0
7699,CA-2021-151799,2021-12-14,2021-12-18,Standard Class,BF-11170,Ben Ferrer,Home Office,Lawrence,Massachusetts,1841.0,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,73.85,1,0.0,2.215500000000006,0
7700,CA-2021-151799,2021-12-14,2021-12-18,Standard Class,BF-11170,Ben Ferrer,Home Office,Lawrence,Massachusetts,1841.0,East,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,25.71,3,0.0,6.6846000000000005,0
7701,CA-2021-151799,2021-12-14,2021-12-18,Standard Class,BF-11170,Ben Ferrer,Home Office,Lawrence,Massachusetts,1841.0,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",17.28,6,0.0,8.121599999999999,0
7702,CA-2021-151799,2021-12-14,2021-12-18,Standard Class,BF-11170,Ben Ferrer,Home Office,Lawrence,Massachusetts,1841.0,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,526.582,2,0.3,-52.658199999999965,0
7703,CA-2020-114601,2020-08-26,2020-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Detroit,Michigan,48234.0,Central,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,11.56,2,0.0,5.6644000000000005,0
7704,CA-2020-114601,2020-08-26,2020-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Detroit,Michigan,48234.0,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.96999999999997,3,0.0,58.7916,0
7705,CA-2020-114601,2020-08-26,2020-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Detroit,Michigan,48234.0,Central,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,4,0.0,98.52479999999997,0
7706,CA-2020-114601,2020-08-26,2020-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Detroit,Michigan,48234.0,Central,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0.0,163.1898,0
7707,CA-2020-114601,2020-08-26,2020-09-02,Standard Class,AA-10480,Andrew Allen,Consumer,Detroit,Michigan,48234.0,Central,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3,0.0,2.5056,0
7708,CA-2021-100237,2021-10-15,2021-10-19,Standard Class,SV-20815,Stuart Van,Corporate,Orem,Utah,84057.0,West,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,11.68,2,0.0,4.2048,0
7709,CA-2018-139542,2018-10-25,2018-10-29,Standard Class,EH-14185,Evan Henry,Consumer,Philadelphia,Pennsylvania,19120.0,East,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.775999999999996,3,0.2,0.5097000000000005,0
7710,CA-2018-139542,2018-10-25,2018-10-29,Standard Class,EH-14185,Evan Henry,Consumer,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",13.698000000000002,3,0.7,-9.5886,0
7711,US-2019-142811,2019-04-02,2019-04-07,Standard Class,JL-15850,John Lucas,Consumer,Mesa,Arizona,85204.0,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,87.8,5,0.2,32.925,0
7712,CA-2021-139353,2021-10-28,2021-10-30,Second Class,JM-15250,Janet Martin,Consumer,Fayetteville,North Carolina,28314.0,South,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3,0.2,15.590399999999995,0
7713,CA-2021-139353,2021-10-28,2021-10-30,Second Class,JM-15250,Janet Martin,Consumer,Fayetteville,North Carolina,28314.0,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,0.2,-29.436800000000012,0
7714,CA-2021-139353,2021-10-28,2021-10-30,Second Class,JM-15250,Janet Martin,Consumer,Fayetteville,North Carolina,28314.0,South,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,47.952000000000005,3,0.2,16.183799999999998,0
7715,CA-2018-150203,2018-12-05,2018-12-07,First Class,JB-15925,Joni Blumstein,Consumer,Los Angeles,California,90032.0,West,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,250.26,6,0.0,72.57539999999997,0
7716,US-2021-101518,2021-11-03,2021-11-08,Standard Class,PB-19105,Peter Bühler,Consumer,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",40.775999999999996,3,0.2,0.5097000000000005,0
7717,CA-2019-149636,2019-01-06,2019-01-12,Standard Class,SP-20620,Stefania Perrino,Corporate,Colorado Springs,Colorado,80906.0,West,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.600000000000005,5,0.2,9.249999999999996,1
7717,CA-2019-149636,2019-01-06,2019-01-12,Standard Class,SP-20620,Stefania Perrino,Corporate,Colorado Springs,Colorado,80906.0,West,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",29.600000000000005,5,0.2,9.249999999999996,1
7718,CA-2019-149636,2019-01-06,2019-01-12,Standard Class,SP-20620,Stefania Perrino,Corporate,Colorado Springs,Colorado,80906.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.9380000000000002,2,0.7,-1.3565999999999994,1
7718,CA-2019-149636,2019-01-06,2019-01-12,Standard Class,SP-20620,Stefania Perrino,Corporate,Colorado Springs,Colorado,80906.0,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,1.9380000000000002,2,0.7,-1.3565999999999994,1
7719,US-2021-146213,2021-09-09,2021-09-14,Standard Class,MC-17605,Matt Connell,Corporate,Los Angeles,California,90032.0,West,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,159.96,4,0.0,51.18719999999999,0
7720,CA-2019-108588,2019-01-05,2019-01-10,Standard Class,BG-11695,Brooke Gillingham,Corporate,New York City,New York,10009.0,East,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.519999999999996,3,0.0,15.475200000000001,0
7721,CA-2019-108588,2019-01-05,2019-01-10,Standard Class,BG-11695,Brooke Gillingham,Corporate,New York City,New York,10009.0,East,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156,0
7722,CA-2019-108588,2019-01-05,2019-01-10,Standard Class,BG-11695,Brooke Gillingham,Corporate,New York City,New York,10009.0,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,13.168000000000001,2,0.2,4.6088000000000005,0
7723,US-2021-138086,2021-04-16,2021-04-20,Standard Class,JO-15550,Jesus Ocampo,Home Office,San Francisco,California,94109.0,West,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,40.74,3,0.0,12.222,0
7724,CA-2019-139374,2019-09-10,2019-09-14,Standard Class,AR-10345,Alex Russell,Corporate,Austin,Texas,78745.0,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,179.886,1,0.3,-2.569800000000029,0
7725,CA-2020-113978,2020-09-25,2020-09-29,Standard Class,TS-21505,Tony Sayre,Consumer,Cleveland,Ohio,44105.0,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,286.25600000000003,1,0.2,17.890999999999977,0
7726,CA-2020-113978,2020-09-25,2020-09-29,Standard Class,TS-21505,Tony Sayre,Consumer,Cleveland,Ohio,44105.0,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,24.224000000000004,2,0.2,-4.844800000000003,0
7727,CA-2020-113978,2020-09-25,2020-09-29,Standard Class,TS-21505,Tony Sayre,Consumer,Cleveland,Ohio,44105.0,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",331.536,3,0.2,-82.884,0
7728,US-2019-150231,2019-03-16,2019-03-20,Second Class,JK-15640,Jim Kriz,Home Office,New York City,New York,10009.0,East,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,17.52,3,0.0,6.3072,0
7729,CA-2020-106915,2020-11-26,2020-12-02,Standard Class,GA-14515,George Ashbrook,Consumer,El Paso,Texas,79907.0,Central,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,17.856,4,0.2,4.2408,0
7730,US-2020-109260,2020-09-26,2020-10-01,Standard Class,TN-21040,Tanja Norvell,Home Office,Tallahassee,Florida,32303.0,South,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.97600000000006,3,0.2,-75.59580000000004,0
7731,CA-2021-104850,2021-06-13,2021-06-19,Standard Class,TW-21025,Tamara Willingham,Home Office,Seattle,Washington,98103.0,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",291.136,4,0.2,-25.474400000000017,0
7732,CA-2021-140508,2021-09-18,2021-09-21,First Class,PA-19060,Pete Armstrong,Home Office,Dallas,Texas,75220.0,Central,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,114.84800000000001,4,0.2,35.889999999999986,0
7733,CA-2021-143294,2021-06-02,2021-06-08,Standard Class,JD-15790,John Dryer,Consumer,Houston,Texas,77070.0,Central,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,10.688,2,0.2,3.7407999999999997,0
7734,CA-2020-165673,2020-05-15,2020-05-19,Second Class,MN-17935,Michael Nguyen,Consumer,Springfield,Ohio,45503.0,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.232,4,0.2,5.521599999999999,0
7735,CA-2021-134418,2021-09-15,2021-09-20,Standard Class,GM-14500,Gene McClure,Consumer,Seattle,Washington,98103.0,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.419999999999998,3,0.0,5.2164,0
7736,US-2020-106313,2020-08-22,2020-08-26,Standard Class,DG-13300,Deirdre Greer,Corporate,Seattle,Washington,98105.0,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,19.44,3,0.0,9.3312,0
7737,CA-2018-105872,2018-05-30,2018-06-06,Standard Class,JG-15160,James Galang,Consumer,New York City,New York,10024.0,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,70.368,4,0.2,26.387999999999998,0
7738,CA-2021-108287,2021-12-18,2021-12-20,First Class,AG-10330,Alex Grayson,Consumer,Charlotte,North Carolina,28205.0,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,12.672,9,0.2,1.4255999999999993,0
7739,CA-2021-141103,2021-07-30,2021-08-06,Standard Class,JF-15355,Jay Fein,Consumer,Baltimore,Maryland,21215.0,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,89.94999999999999,5,0.0,43.175999999999995,0
7740,CA-2018-154781,2018-11-21,2018-11-26,Standard Class,SC-20680,Steve Carroll,Home Office,San Francisco,California,94110.0,West,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,2,0.0,3.0267999999999997,0
7741,CA-2018-154781,2018-11-21,2018-11-26,Standard Class,SC-20680,Steve Carroll,Home Office,San Francisco,California,94110.0,West,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,94.99,1,0.0,28.496999999999986,0
